,station_id,legacy_id,station_status,num_docks_disabled,is_renting,is_installed,num_ebikes_available,eightd_has_available_keys,last_reported,num_bikes_disabled,num_bikes_available,num_docks_available,is_returning,timestamp_of_data_read_request,year_station_last_reported
206,258,258,active,0,True,True,0,False,2020-08-14 01:18:10+00:00,1,13,1,True,2020-08-14 03:46:25,2020
207,259,259,active,0,True,True,0,False,2020-08-13 18:35:59+00:00,0,14,1,True,2020-08-14 03:46:25,2020
208,260,260,active,0,True,True,0,False,2020-08-14 03:13:13+00:00,0,15,0,True,2020-08-14 03:46:25,2020
209,271,271,active,0,True,True,0,False,2020-08-14 01:20:34+00:00,0,10,5,True,2020-08-14 03:46:25,2020
210,272,272,active,0,True,True,0,False,2020-08-14 02:51:36+00:00,1,6,12,True,2020-08-14 03:46:25,2020
211,273,273,active,0,True,True,0,False,2020-08-14 02:49:33+00:00,0,14,26,True,2020-08-14 03:46:25,2020
212,279,279,active,0,True,True,0,False,2020-08-14 02:03:07+00:00,0,18,1,True,2020-08-14 03:46:25,2020
213,280,280,active,0,True,True,0,False,2020-08-14 02:40:34+00:00,1,11,7,True,2020-08-14 03:46:25,2020
214,282,282,active,0,True,True,0,False,2020-08-14 03:26:05+00:00,1,11,3,True,2020-08-14 03:46:25,2020
215,296,296,active,0,True,True,0,False,2020-08-14 02:24:31+00:00,0,8,15,True,2020-08-14 03:46:25,2020
216,318,318,active,0,True,True,0,False,2020-08-14 03:34:12+00:00,1,0,18,True,2020-08-14 03:46:25,2020
217,319,319,active,0,True,True,0,False,2020-08-14 00:41:06+00:00,0,4,21,True,2020-08-14 03:46:25,2020
218,327,327,active,0,True,True,0,False,2020-08-14 02:55:02+00:00,0,1,14,True,2020-08-14 03:46:25,2020
219,328,328,active,0,True,True,0,False,2020-08-14 03:39:56+00:00,2,10,3,True,2020-08-14 03:46:25,2020
220,329,329,active,0,True,True,0,False,2020-08-14 01:32:09+00:00,0,13,2,True,2020-08-14 03:46:25,2020
221,330,330,active,0,True,True,0,False,2020-08-14 02:04:00+00:00,0,5,10,True,2020-08-14 03:46:25,2020
222,331,331,active,0,True,True,0,False,2020-08-14 03:33:30+00:00,1,7,7,True,2020-08-14 03:46:25,2020
223,332,332,active,0,True,True,0,False,2020-08-14 03:45:29+00:00,1,12,2,True,2020-08-14 03:46:25,2020
224,333,333,active,0,True,True,0,False,2020-08-14 02:50:07+00:00,0,22,3,True,2020-08-14 03:46:25,2020
225,334,334,active,0,True,True,0,False,2020-08-14 02:22:08+00:00,2,17,0,True,2020-08-14 03:46:25,2020
226,335,335,active,0,True,True,0,False,2020-08-14 02:45:37+00:00,0,5,14,True,2020-08-14 03:46:25,2020
